"Benchmark","Mode","Threads","Samples","Score","Score Error (90.0%)","Relative Score Error (90.0%)","Score Error (95.0%)","Relative Score Error (95.0%)","Score Error (99.9%)","Relative Score Error (99.9%)","Median Score","Median Absolute Deviation","Relative Median Absolute Deviation","Unit","Param: dataType","Param: multimapValueSize","Param: producer","Param: run","Param: sampleDataSelection","Param: size","Param: stepSizeOneToOneSelector","Param: valueFactoryFactory"
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,4607543.388451,14951.071133,0.003245,18450.403165,0.004004,38993.650025,0.008463,4605537.736239,12718.779891,0.002762,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,262144,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,9556105.389524,8647.684393,0.000905,10671.694494,0.001117,22553.887661,0.002360,9555490.371429,11169.861905,0.001169,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,524288,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,8755544.851515,44224.290734,0.005051,54575.086057,0.006233,115340.666909,0.013173,8759495.832799,70346.869707,0.008031,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,524288,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,19949192.049647,87348.931870,0.004379,107793.147040,0.005403,227813.355251,0.011420,19889354.225490,80823.127451,0.004064,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1048576,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,21705021.776411,79731.381349,0.003673,98392.691581,0.004533,207946.143301,0.009581,21653269.893617,65636.351064,0.003031,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1048576,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,43806666.443478,93453.642652,0.002133,115326.679196,0.002633,243734.954020,0.005564,43846701.826087,147366.760870,0.003361,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2097152,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,52184188.047368,299765.565537,0.005744,369926.374506,0.007089,781813.787666,0.014982,51927066.850000,288488.750000,0.005556,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2097152,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,87479553.908333,411958.948321,0.004709,508378.872419,0.005811,1074423.558867,0.012282,87626792.208333,634364.166667,0.007239,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4194304,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,101870301.360000,498289.242145,0.004891,614914.966874,0.006036,1299580.220486,0.012757,102391139.700000,297511.600000,0.002906,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4194304,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,169104733.583333,1034389.661794,0.006117,1276490.902911,0.007549,2697775.169611,0.015953,168824647.500000,1381625.583333,0.008184,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8388608,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeIterationNativeEntry","avgt",1,10,178892210.066667,1066798.020614,0.005963,1316484.511451,0.007359,2782298.893059,0.015553,178675849.750000,1764671.916667,0.009876,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8388608,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,44.341270,0.432263,0.009749,0.533435,0.012030,1.127377,0.025425,44.375831,0.793658,0.017885,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,50.071783,0.166251,0.003320,0.205162,0.004097,0.433596,0.008659,50.067302,0.174053,0.003476,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,45.620351,0.223608,0.004901,0.275944,0.006049,0.583188,0.012784,45.671512,0.277180,0.006069,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,51.644151,0.278965,0.005402,0.344258,0.006666,0.727565,0.014088,51.480407,0.359844,0.006990,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,57.905571,0.314202,0.005426,0.387742,0.006696,0.819465,0.014152,57.650720,0.116253,0.002017,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,61.701619,0.368308,0.005969,0.454512,0.007366,0.960579,0.015568,61.604155,0.568324,0.009225,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,50.495712,0.634929,0.012574,0.783536,0.015517,1.655948,0.032794,50.380628,0.751213,0.014911,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,56.412111,1.147036,0.020333,1.415502,0.025092,2.991565,0.053031,55.682489,1.250833,0.022464,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,64.711843,0.624457,0.009650,0.770612,0.011908,1.628636,0.025168,64.719605,0.408063,0.006305,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,71.576278,1.159246,0.016196,1.430570,0.019987,3.023411,0.042240,70.670637,0.439021,0.006212,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,66.592953,0.309598,0.004649,0.382060,0.005737,0.807457,0.012125,66.535991,0.358151,0.005383,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,70.654839,0.546362,0.007733,0.674239,0.009543,1.424957,0.020168,70.885811,0.723352,0.010204,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,83.933087,1.620928,0.019312,2.000309,0.023832,4.227515,0.050368,83.104123,1.105408,0.013301,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,64,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,90.816598,1.688300,0.018590,2.083450,0.022941,4.403227,0.048485,89.943116,1.011951,0.011251,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,64,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,79.815262,1.309727,0.016409,1.616272,0.020250,3.415878,0.042797,78.684062,1.320547,0.016783,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,128,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,83.959980,1.686174,0.020083,2.080827,0.024784,4.397684,0.052378,83.291182,1.168987,0.014035,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,128,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,85.696924,1.286676,0.015014,1.587825,0.018528,3.355758,0.039158,84.752959,0.495725,0.005849,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,256,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,91.616025,2.464294,0.026898,3.041068,0.033194,6.427087,0.070152,89.734461,1.397611,0.015575,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,256,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,89.709321,1.888560,0.021052,2.330581,0.025979,4.925522,0.054905,88.743611,0.770450,0.008682,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,512,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,93.795148,1.495457,0.015944,1.845472,0.019676,3.900277,0.041583,92.810452,1.168497,0.012590,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,512,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,100.482915,1.942358,0.019330,2.396971,0.023855,5.065832,0.050415,99.460172,1.046568,0.010522,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1024,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,105.104811,1.891029,0.017992,2.333629,0.022203,4.931964,0.046924,103.864672,0.874250,0.008417,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1024,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,101.512648,1.451837,0.014302,1.791643,0.017649,3.786513,0.037301,100.832066,1.132039,0.011227,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2048,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,106.948688,2.809312,0.026268,3.466838,0.032416,7.326922,0.068509,105.333322,2.882859,0.027369,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2048,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,105.037574,1.296549,0.012344,1.600009,0.015233,3.381509,0.032193,104.061633,0.627628,0.006031,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4096,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,113.209015,2.320018,0.020493,2.863024,0.025290,6.050803,0.053448,111.786156,1.968373,0.017608,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4096,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,117.552727,2.315283,0.019696,2.857180,0.024306,6.038451,0.051368,116.667142,2.948343,0.025271,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8192,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,115.811575,1.603794,0.013848,1.979166,0.017090,4.182830,0.036118,115.101365,1.478592,0.012846,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8192,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,131.644554,5.850503,0.044442,7.219827,0.054843,15.258604,0.115908,127.914719,6.568963,0.051354,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16384,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,131.790183,3.199048,0.024274,3.947792,0.029955,8.343385,0.063308,129.209815,0.637306,0.004932,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16384,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,131.629109,2.752733,0.020913,3.397016,0.025807,7.179359,0.054542,130.542821,2.778727,0.021286,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32768,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,132.483488,2.899031,0.021882,3.577555,0.027004,7.560916,0.057071,130.186465,1.219022,0.009364,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32768,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,148.423394,3.325943,0.022408,4.104388,0.027653,8.674340,0.058443,147.867106,3.876678,0.026217,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,65536,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,145.862716,2.326020,0.015947,2.870430,0.019679,6.066456,0.041590,145.016091,1.689376,0.011650,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,65536,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,143.877628,2.611479,0.018151,3.222701,0.022399,6.810956,0.047339,142.529701,0.659006,0.004624,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,131072,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,143.019988,2.621771,0.018332,3.235402,0.022622,6.837799,0.047810,141.875965,1.226961,0.008648,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,131072,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,144.351749,2.424139,0.016793,2.991514,0.020724,6.322359,0.043798,142.110128,0.804141,0.005659,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,262144,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,144.758988,3.110066,0.021484,3.837984,0.026513,8.111314,0.056033,141.937846,1.005487,0.007084,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,262144,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,155.090428,3.787769,0.024423,4.674305,0.030139,9.878821,0.063697,152.040179,1.968042,0.012944,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,524288,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,151.839223,1.080673,0.007117,1.333607,0.008783,2.818485,0.018562,151.866729,1.303489,0.008583,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,524288,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,163.094602,2.045960,0.012545,2.524822,0.015481,5.336036,0.032717,161.973374,1.526066,0.009422,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1048576,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,163.063713,2.532642,0.015532,3.125413,0.019167,6.605344,0.040508,161.871413,1.253426,0.007743,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1048576,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,165.197696,2.763064,0.016726,3.409765,0.020641,7.206302,0.043622,165.274069,2.788660,0.016873,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2097152,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,163.897918,2.669158,0.016285,3.293880,0.020097,6.961388,0.042474,163.015718,1.876345,0.011510,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2097152,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,184.878056,4.822357,0.026084,5.951041,0.032189,12.577112,0.068029,185.043280,7.589385,0.041014,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4194304,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,173.934994,2.413873,0.013878,2.978845,0.017126,6.295584,0.036195,172.764545,1.610567,0.009322,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4194304,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,176.131760,2.114365,0.012004,2.609237,0.014814,5.514443,0.031309,175.154197,1.483890,0.008472,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8388608,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikePut","avgt",1,10,173.113896,2.669514,0.015421,3.294320,0.019030,6.962316,0.040218,171.430590,0.333504,0.001945,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8388608,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,45.079227,0.300274,0.006661,0.370554,0.008220,0.783139,0.017373,44.854674,0.208149,0.004641,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,51.717663,0.896680,0.017338,1.106550,0.021396,2.338616,0.045219,51.096318,0.283716,0.005553,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,32.785399,0.707599,0.021583,0.873214,0.026634,1.845478,0.056290,32.199247,0.364521,0.011321,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,51.146160,0.312736,0.006115,0.385932,0.007546,0.815641,0.015947,51.012223,0.455577,0.008931,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,65.423649,0.304179,0.004649,0.375372,0.005738,0.793323,0.012126,65.227008,0.090988,0.001395,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,78.609173,0.716601,0.009116,0.884323,0.011250,1.868955,0.023775,78.870909,0.826023,0.010473,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,52.296872,0.637230,0.012185,0.786375,0.015037,1.661948,0.031779,52.221384,0.404033,0.007737,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,59.858606,0.539228,0.009008,0.665436,0.011117,1.406352,0.023495,59.759403,0.936607,0.015673,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,64.395976,1.421852,0.022080,1.754640,0.027248,3.708310,0.057586,63.207073,0.629193,0.009954,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,74.476840,1.009786,0.013558,1.246128,0.016732,2.633606,0.035361,74.006978,0.749660,0.010130,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,68.827764,1.024003,0.014878,1.263674,0.018360,2.670687,0.038802,68.092175,0.512650,0.007529,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,77.261515,1.300986,0.016839,1.605485,0.020780,3.393081,0.043917,76.673495,0.597295,0.007790,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,32,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,88.658607,2.296687,0.025905,2.834231,0.031968,5.989952,0.067562,88.437429,3.476678,0.039312,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,64,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,106.219256,1.701139,0.016015,2.099294,0.019764,4.436713,0.041769,105.533559,1.192610,0.011301,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,64,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,77.978884,1.337388,0.017151,1.650407,0.021165,3.488020,0.044730,77.020391,0.543732,0.007060,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,128,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,88.581285,1.356101,0.015309,1.673499,0.018892,3.536825,0.039927,87.952106,0.310480,0.003530,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,128,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,94.076821,1.839931,0.019558,2.270572,0.024135,4.798696,0.051008,92.519543,1.198056,0.012949,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,256,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,116.211778,2.257002,0.019421,2.785259,0.023967,5.886452,0.050653,114.329518,2.439135,0.021334,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,256,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,97.457321,1.822409,0.018700,2.248948,0.023076,4.752997,0.048770,97.091165,0.901988,0.009290,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,512,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,112.511119,0.763347,0.006785,0.942010,0.008373,1.990873,0.017695,112.179259,0.604554,0.005389,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,512,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,109.546182,2.434948,0.022228,3.004853,0.027430,6.350548,0.057971,108.003988,1.596605,0.014783,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1024,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,127.621481,1.598353,0.012524,1.972451,0.015455,4.168638,0.032664,127.255641,0.809916,0.006364,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,1024,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,101.797861,1.902541,0.018689,2.347835,0.023064,4.961987,0.048744,100.496772,2.757859,0.027442,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2048,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,119.936137,2.540116,0.021179,3.134636,0.026136,6.624836,0.055236,118.086227,1.415717,0.011989,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,2048,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,108.423775,1.856436,0.017122,2.290940,0.021129,4.841742,0.044656,107.649667,1.955575,0.018166,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4096,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,127.119831,0.944333,0.007429,1.165357,0.009167,2.462900,0.019375,127.363168,0.711490,0.005586,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,4096,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,121.005144,2.849957,0.023552,3.516996,0.029065,7.432927,0.061427,119.652772,1.574827,0.013162,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8192,1,VF_CHAMP_MAP_AS_MULTIMAP
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,145.706409,2.293004,0.015737,2.829687,0.019420,5.980347,0.041044,145.254948,1.517602,0.010448,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,8192,1,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMapLikeRemove","avgt",1,10,125.198178,2.034783,0.016252,2.511029,0.020056,5.306885,0.042388,124.154345,0.945521,0.007616,"ns/op",MAP,1,PDB_INTEGER,1,MATCH,16384,1,VF_CHAMP_MAP_AS_MULTIMAP
