"Benchmark","Mode","Threads","Samples","Score","Score Error (90.0%)","Relative Score Error (90.0%)","Score Error (95.0%)","Relative Score Error (95.0%)","Score Error (99.9%)","Relative Score Error (99.9%)","Median Score","Median Absolute Deviation","Relative Median Absolute Deviation","Unit","Param: dataType","Param: multimapValueSize","Param: producer","Param: run","Param: sampleDataSelection","Param: size","Param: stepSizeOneToOneSelector","Param: valueFactoryFactory"
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,22.159854,0.183961,0.008302,0.227017,0.010245,0.479785,0.021651,22.131475,0.227051,0.010259,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4096,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,36.748417,1.411339,0.038405,1.741666,0.047394,3.680892,0.100165,35.422186,0.962848,0.027182,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4096,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,26.752306,1.168003,0.043660,1.441376,0.053879,3.046249,0.113869,25.345380,0.342846,0.013527,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,22.523724,0.105956,0.004704,0.130755,0.005805,0.276342,0.012269,22.600836,0.124839,0.005524,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,34.830569,0.280935,0.008066,0.346689,0.009954,0.732703,0.021036,34.669735,0.226587,0.006536,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,26.552488,0.265109,0.009984,0.327158,0.012321,0.691425,0.026040,26.454616,0.350635,0.013254,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,22.355322,0.089577,0.004007,0.110543,0.004945,0.233625,0.010451,22.329610,0.163096,0.007304,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,34.517454,0.149038,0.004318,0.183921,0.005328,0.388705,0.011261,34.426016,0.064951,0.001887,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,30.895691,0.145370,0.004705,0.179394,0.005806,0.379136,0.012271,30.824300,0.190515,0.006181,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,22.960913,0.122802,0.005348,0.151544,0.006600,0.320277,0.013949,22.942179,0.125449,0.005468,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,38.140048,0.158494,0.004156,0.195589,0.005128,0.413365,0.010838,37.972034,0.032382,0.000853,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,33.318377,0.186638,0.005602,0.230321,0.006913,0.486768,0.014610,33.189035,0.117480,0.003540,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,24.233355,0.215033,0.008873,0.265362,0.010950,0.560824,0.023143,24.281544,0.276333,0.011380,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,38.420957,0.231651,0.006029,0.285869,0.007440,0.604165,0.015725,38.172266,0.048079,0.001260,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,34.156584,0.273196,0.007998,0.337138,0.009870,0.712518,0.020860,34.078018,0.335251,0.009838,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,131072,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,24.605211,0.284035,0.011544,0.350515,0.014246,0.740788,0.030107,24.545902,0.532292,0.021686,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,131072,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,39.935783,0.506340,0.012679,0.624850,0.015646,1.320578,0.033068,39.943697,0.819455,0.020515,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,131072,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,34.051219,0.215630,0.006333,0.266099,0.007815,0.562382,0.016516,33.893968,0.233261,0.006882,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,262144,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,24.095215,0.132309,0.005491,0.163276,0.006776,0.345072,0.014321,24.053427,0.134143,0.005577,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,262144,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,43.881680,0.225589,0.005141,0.278389,0.006344,0.588356,0.013408,43.967482,0.174265,0.003963,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,262144,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,37.145352,0.192800,0.005190,0.237925,0.006405,0.502838,0.013537,37.031243,0.130783,0.003532,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,524288,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,24.076421,0.190285,0.007903,0.234822,0.009753,0.496280,0.020613,24.105866,0.298970,0.012402,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,524288,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,57.523442,0.460695,0.008009,0.568522,0.009883,1.201531,0.020888,57.102008,0.361270,0.006327,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,524288,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,37.269285,0.488519,0.013108,0.602858,0.016176,1.274099,0.034186,36.899567,0.459934,0.012464,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1048576,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,23.324807,0.229163,0.009825,0.282799,0.012124,0.597676,0.025624,23.090184,0.123234,0.005337,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1048576,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,40.975354,0.390593,0.009532,0.482012,0.011763,1.018700,0.024861,40.940156,0.636184,0.015539,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1048576,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,45.450689,0.083534,0.001838,0.103085,0.002268,0.217863,0.004793,45.378719,0.020460,0.000451,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2097152,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,27.902022,0.187826,0.006732,0.231787,0.008307,0.489866,0.017557,27.947601,0.190699,0.006823,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2097152,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,52.542354,0.366565,0.006977,0.452360,0.008609,0.956033,0.018195,52.639790,0.409043,0.007771,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2097152,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,42.844111,0.285117,0.006655,0.351849,0.008212,0.743609,0.017356,42.733346,0.244191,0.005714,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4194304,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,30.867807,0.687399,0.022269,0.848287,0.027481,1.792795,0.058080,30.347746,0.617457,0.020346,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4194304,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,44.733585,0.298093,0.006664,0.367863,0.008223,0.777452,0.017380,44.769479,0.350395,0.007827,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4194304,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,47.125415,1.819817,0.038616,2.245750,0.047655,4.746237,0.100715,46.735358,1.274966,0.027281,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8388608,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,31.151732,0.237501,0.007624,0.293088,0.009408,0.619422,0.019884,31.272487,0.259497,0.008298,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8388608,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeContainsTupleNotContained","avgt",1,10,59.562830,0.203037,0.003409,0.250558,0.004207,0.529537,0.008890,59.336080,0.074311,0.001252,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8388608,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,57.638295,0.319700,0.005547,0.394527,0.006845,0.833805,0.014466,57.446164,0.266842,0.004645,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,46.004333,0.262987,0.005717,0.324540,0.007055,0.685892,0.014909,46.185118,0.167657,0.003630,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,204.309010,0.999951,0.004894,1.233992,0.006040,2.607956,0.012765,204.481532,1.138182,0.005566,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,63.555899,0.432390,0.006803,0.533592,0.008396,1.127709,0.017744,63.307584,0.513629,0.008113,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,78.958170,0.463322,0.005868,0.571764,0.007241,1.208384,0.015304,79.236757,0.440656,0.005561,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,212.016058,2.087872,0.009848,2.576543,0.012153,5.445345,0.025684,213.470316,1.878252,0.008799,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,61.567575,0.311623,0.005061,0.384559,0.006246,0.812739,0.013201,61.220738,0.101906,0.001665,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,79.725354,0.608436,0.007632,0.750842,0.009418,1.586852,0.019904,80.303278,0.236709,0.002948,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,198.008649,1.461377,0.007380,1.803415,0.009108,3.811393,0.019249,198.834137,0.582513,0.002930,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,70.327292,0.320632,0.004559,0.395676,0.005626,0.836234,0.011891,70.114702,0.095738,0.001365,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,79.011363,0.421735,0.005338,0.520444,0.006587,1.099921,0.013921,78.791618,0.369032,0.004684,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,225.215300,0.969391,0.004304,1.196279,0.005312,2.528252,0.011226,225.622569,0.770887,0.003417,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,68.358879,0.459217,0.006718,0.566697,0.008290,1.197676,0.017520,68.156552,0.322066,0.004725,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,96.980311,0.451393,0.004654,0.557042,0.005744,1.177270,0.012139,96.834711,0.297141,0.003069,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,210.901137,1.513541,0.007177,1.867789,0.008856,3.947443,0.018717,210.196996,2.202466,0.010478,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,82.350703,0.546311,0.006634,0.674176,0.008187,1.424825,0.017302,82.260964,0.818213,0.009947,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,102.867206,0.701809,0.006822,0.866068,0.008419,1.830376,0.017794,103.168402,0.969671,0.009399,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,218.069729,2.241004,0.010277,2.765517,0.012682,5.844728,0.026802,219.017735,2.586895,0.011811,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,89.826102,0.466396,0.005192,0.575557,0.006407,1.216401,0.013542,89.809037,0.160309,0.001785,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,64,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,105.103828,0.496780,0.004727,0.613053,0.005833,1.295645,0.012327,104.849729,0.266257,0.002539,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,64,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,223.851438,1.768700,0.007901,2.182668,0.009751,4.612919,0.020607,223.520699,1.376974,0.006160,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,64,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,93.426401,0.614482,0.006577,0.758303,0.008117,1.602621,0.017154,93.772252,0.888488,0.009475,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,128,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,120.613298,0.655630,0.005436,0.809081,0.006708,1.709937,0.014177,120.195022,0.687301,0.005718,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,128,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,218.587309,1.307696,0.005982,1.613765,0.007383,3.410580,0.015603,219.021620,2.010222,0.009178,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,128,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,98.879399,0.705714,0.007137,0.870888,0.008808,1.840561,0.018614,98.983434,0.573628,0.005795,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,256,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,121.279176,0.676128,0.005575,0.834377,0.006880,1.763399,0.014540,121.616520,0.273991,0.002253,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,256,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,243.557934,0.837788,0.003440,1.033875,0.004245,2.185022,0.008971,243.078028,1.102288,0.004535,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,256,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,95.271493,1.230063,0.012911,1.517962,0.015933,3.208108,0.033673,94.530473,0.404229,0.004276,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,512,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,128.856910,0.652664,0.005065,0.805422,0.006251,1.702204,0.013210,128.541406,0.903291,0.007027,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,512,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,234.590744,1.374316,0.005858,1.695978,0.007230,3.584332,0.015279,235.761615,0.714841,0.003032,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,512,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,112.433090,0.621040,0.005524,0.766396,0.006816,1.619726,0.014406,112.152066,0.510119,0.004548,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1024,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,134.468660,0.664631,0.004943,0.820189,0.006099,1.733413,0.012891,134.437421,0.886187,0.006592,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1024,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,244.726441,1.429958,0.005843,1.764643,0.007211,3.729452,0.015239,243.785664,0.711824,0.002920,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,1024,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,107.474539,2.188095,0.020359,2.700224,0.025124,5.706736,0.053098,105.943984,1.627498,0.015362,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2048,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,144.456246,0.911683,0.006311,1.125064,0.007788,2.377745,0.016460,144.190916,0.895884,0.006213,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2048,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,238.075633,1.338025,0.005620,1.651193,0.006936,3.489682,0.014658,237.486824,1.006196,0.004237,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,2048,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,115.749143,2.035200,0.017583,2.511543,0.021698,5.307972,0.045858,114.530467,1.340788,0.011707,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4096,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,152.351456,1.064652,0.006988,1.313836,0.008624,2.776702,0.018226,151.617645,1.207027,0.007961,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4096,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,239.185932,1.557186,0.006510,1.921649,0.008034,4.061273,0.016980,238.876973,2.091944,0.008757,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,4096,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,117.817037,2.093404,0.017768,2.583369,0.021927,5.459773,0.046341,116.685177,0.894613,0.007667,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,162.160571,0.746201,0.004602,0.920852,0.005679,1.946156,0.012001,161.632183,0.744129,0.004604,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,246.315501,1.907591,0.007745,2.354067,0.009557,4.975157,0.020198,245.208715,1.473859,0.006011,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,8192,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,122.576153,1.996824,0.016290,2.464185,0.020103,5.207884,0.042487,122.014723,0.312224,0.002559,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,155.963256,0.763368,0.004895,0.942036,0.006040,1.990929,0.012765,155.387549,0.516307,0.003323,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,254.416156,1.414837,0.005561,1.745983,0.006863,3.690013,0.014504,253.473415,0.374125,0.001476,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,16384,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,134.034286,2.813680,0.020992,3.472228,0.025906,7.338314,0.054750,132.155960,1.631205,0.012343,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,166.788546,0.800289,0.004798,0.987599,0.005921,2.087222,0.012514,166.194349,0.392077,0.002359,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,263.163362,1.387691,0.005273,1.712483,0.006507,3.619215,0.013753,263.206164,2.429306,0.009230,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,32768,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,141.265338,3.661997,0.025923,4.519096,0.031990,9.550796,0.067609,141.278677,5.620202,0.039781,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_CHAMP_MULTIMAP_HHAMT
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,178.970300,1.020621,0.005703,1.259499,0.007037,2.661865,0.014873,178.590800,1.619605,0.009069,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_SCALA
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,271.947438,1.367394,0.005028,1.687435,0.006205,3.566277,0.013114,270.722326,0.411889,0.001521,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,65536,2,VF_CLOJURE
"io.usethesource.criterion.JmhSetMultimapBenchmarks.timeMultimapLikeInsertTuple","avgt",1,10,135.991690,0.749179,0.005509,0.924526,0.006798,1.953922,0.014368,135.481089,0.316410,0.002335,"ns/op",SET_MULTIMAP,2,PDB_INTEGER,0,MATCH,131072,2,VF_CHAMP_MULTIMAP_HHAMT
