elementCount,run,className,dataType,archetype,supportsStagedMutability,footprintInBytes,footprintInObjects,footprintInReferences
4,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,264,9,20
4,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,216,7,18
4,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,152,5,14
4,2,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,440,17,30
4,2,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,464,15,47
4,3,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,120,4,12
4,3,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,120,4,12
4,3,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,120,4,12
4,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,104,3,10
4,3,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,280,10,22
4,3,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,232,8,20
4,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,264,9,20
4,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,216,7,18
4,3,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,152,5,14
4,3,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,440,17,30
4,3,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,464,15,47
4,4,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,120,4,12
4,4,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,120,4,12
4,4,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,120,4,12
4,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,104,3,10
4,4,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,280,10,22
4,4,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,232,8,20
4,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,264,9,20
4,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,216,7,18
4,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,152,5,14
4,4,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,488,19,32
4,4,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,464,15,47
